date,sentiment_mean,sentiment_std,news_volume,log_volume,article_impact,goldstein_mean,goldstein_std,sentiment_min,sentiment_max,positive_ratio,negative_ratio,extreme_ratio,sentiment_lag1,sentiment_std_lag1,volume_lag1,goldstein_lag1,sentiment_lag2,sentiment_std_lag2,volume_lag2,goldstein_lag2,sentiment_lag3,sentiment_std_lag3,volume_lag3,goldstein_lag3,sentiment_ma5,sentiment_ma20,sentiment_momentum,sentiment_vol5,sentiment_vol10,volume_ma5,volume_sum5,volume_sum10
2018-06-24,-0.4920557956306302,0.351287218570624,49,3.912023005428146,-1.9249335924612754,-5.455102040816326,3.0078849592966788,-0.922361433506012,0.4435855746269226,0.04081632653061224,0.8367346938775511,0.5714285714285714,-0.21009586891159415,0.33589203282736924,44.0,-4.902272727272727,-0.39380006819963453,0.39063215834339027,50.0,-5.446000000000001,-0.28029509612492154,0.39003999973911485,35.0,-5.779999999999999,-0.3285950346057042,-0.3203171728601161,-0.008277861745588144,0.11310784733471184,0.10528619462322399,44.4,222.0,396.0
2018-06-25,-0.2804026770544179,0.39509536406241447,47,3.871201010907891,-1.0854951268743416,-6.297872340425532,2.926219648370837,-0.9563708305358888,0.5420542359352112,0.0851063829787234,0.425531914893617,0.40425531914893614,-0.4920557956306302,0.351287218570624,49.0,-5.455102040816326,-0.21009586891159415,0.33589203282736924,44.0,-4.902272727272727,-0.39380006819963453,0.39063215834339027,50.0,-5.446000000000001,-0.3313299011842396,-0.3230128317323145,-0.008317069451925119,0.11139025875118053,0.10394302272341963,45.0,225.0,414.0
2018-06-26,-0.42115146059380926,0.41376999178404733,46,3.8501476017100584,-1.621495285961943,-6.3,3.092698273142023,-0.9446698427200316,0.4307548105716705,0.06521739130434782,0.6521739130434783,0.45652173913043476,-0.2804026770544179,0.39509536406241447,47.0,-6.297872340425532,-0.4920557956306302,0.351287218570624,49.0,-5.455102040816326,-0.21009586891159415,0.33589203282736924,44.0,-4.902272727272727,-0.3595011740780172,-0.3260839265863757,-0.03341724749164149,0.11305575737624513,0.11095118812117892,47.2,236.0,416.0
2018-06-27,-0.09896998021465084,0.35121368271285847,13,2.6390573296152584,-0.2611874516973514,-5.7153846153846155,2.9912297841024813,-0.9127926230430604,0.6415838003158569,0.15384615384615385,0.23076923076923078,0.15384615384615385,-0.42115146059380926,0.41376999178404733,46.0,-6.3,-0.2804026770544179,0.39509536406241447,47.0,-6.297872340425532,-0.4920557956306302,0.351287218570624,49.0,-5.455102040816326,-0.30053515648102047,-0.31810046620145027,0.0175653097204298,0.15846257427648652,0.11772419308743366,39.8,199.0,401.0
2018-06-28,-0.37702166410879445,0.4141009599191932,26,3.295836866004329,-1.242601899852066,-6.550000000000001,2.6854665831528735,-0.9578619599342346,0.455156147480011,0.15384615384615385,0.6153846153846154,0.46153846153846156,-0.09896998021465084,0.35121368271285847,13.0,-5.7153846153846155,-0.42115146059380926,0.41376999178404733,46.0,-6.3,-0.2804026770544179,0.39509536406241447,47.0,-6.297872340425532,-0.33392031552046053,-0.3217055278161552,-0.012214787704305341,0.15210163269826252,0.11510060579655063,36.2,181.0,405.0
2018-06-29,-0.5683289342732342,0.3385677240057398,27,3.332204510175204,-1.893788238048338,-7.148148148148148,2.9370393722843455,-0.8710896968841553,0.0195763632655143,0.0,0.7777777777777778,0.6296296296296297,-0.37702166410879445,0.4141009599191932,26.0,-6.550000000000001,-0.09896998021465084,0.35121368271285847,13.0,-5.7153846153846155,-0.42115146059380926,0.41376999178404733,46.0,-6.3,-0.34917494324898135,-0.33731949759456975,-0.0118554456544116,0.17415271948647484,0.13886406259853298,31.8,159.0,381.0
2018-06-30,-0.3018417654305019,0.4377450255299583,44,3.8066624897703196,-1.1490097263103431,-6.404545454545455,2.996737206412588,-0.9163864254951476,0.8348274230957031,0.022727272727272728,0.4090909090909091,0.3409090909090909,-0.5683289342732342,0.3385677240057398,27.0,-7.148148148148148,-0.37702166410879445,0.4141009599191932,26.0,-6.550000000000001,-0.09896998021465084,0.35121368271285847,13.0,-5.7153846153846155,-0.35346276092419815,-0.33807572490416554,-0.015387036020032607,0.17229013105871702,0.13727157783031235,31.2,156.0,381.0
2018-07-01,-0.3696065355797072,0.3771695745029703,37,3.6375861597263857,-1.3444756183691609,-5.518918918918919,2.729997310941932,-0.8817483186721802,0.3816900551319122,0.02702702702702703,0.6486486486486487,0.4594594594594595,-0.3018417654305019,0.4377450255299583,44.0,-6.404545454545455,-0.5683289342732342,0.3385677240057398,27.0,-7.148148148148148,-0.37702166410879445,0.4141009599191932,26.0,-6.550000000000001,-0.34315377592137775,-0.3274018636935535,-0.01575191222782424,0.1687328084421808,0.13567835873001596,29.4,147.0,383.0
2018-07-02,-0.40727601712569594,0.34210270704248386,40,3.713572066704308,-1.5124488406365697,-5.407500000000001,2.803247001246947,-0.9154053926467896,0.1923133879899978,0.05,0.7,0.525,-0.3696065355797072,0.3771695745029703,37.0,-5.518918918918919,-0.3018417654305019,0.4377450255299583,44.0,-6.404545454545455,-0.5683289342732342,0.3385677240057398,27.0,-7.148148148148148,-0.40481498330358673,-0.3239734925541654,-0.08084149074942132,0.09919482828164981,0.13621295064958217,34.8,174.0,373.0
2018-07-03,-0.36012509510372626,0.39744393264126054,33,3.5263605246161616,-1.2699309192974213,-5.0,3.1622776601683795,-0.9274170398712158,0.3709207773208618,0.12121212121212122,0.696969696969697,0.42424242424242425,-0.40727601712569594,0.34210270704248386,40.0,-5.407500000000001,-0.3696065355797072,0.3771695745029703,37.0,-5.518918918918919,-0.3018417654305019,0.4377450255299583,44.0,-6.404545454545455,-0.40143566950257303,-0.32202580107186934,-0.07940986843070369,0.1006554451308122,0.12669364132696104,36.2,181.0,362.0
